! Aero mudule input file for airfoil data
 
Airfoil_Name  Section03
t/c           0.3301         ! thickness ratio w.r.t. chord

format 1       !  1: alfa-cl-cd-cm	; 2: alfa-cl; alfa-cd; alfa-cm

Reynolds_Nr 1.0E+07
-180	0.0000	0.0000	0.0000
-175	0.1736	0.0099	0.0218
-170	0.3420	0.0392	0.0434
-165	0.5000	0.0871	0.0647
-160	0.6428	0.1521	0.0855
-155	0.7660	0.2322	0.1057
-150	0.8660	0.3250	0.1250
-145	0.9397	0.4277	0.1434
-140	0.9848	0.5371	0.1607
-135	1.0000	0.6500	0.1768
-130	0.9848	0.7629	0.1915
-125	0.9397	0.8723	0.2048
-120	0.8660	0.9750	0.2165
-115	0.7660	1.0678	0.2266
-110	0.6428	1.1479	0.2349
-105	0.5000	1.2129	0.2415
-100	0.3420	1.2608	0.2462
-95	0.1736	1.2901	0.2490
-90	0.0000	1.3000	0.2500
-85	-0.1736	1.2901	0.2490
-80	-0.3420	1.2608	0.2462
-75	-0.5000	1.2129	0.2415
-70	-0.6428	1.1479	0.2349
-65	-0.7660	1.0678	0.2266
-60	-0.8660	0.9750	0.2165
-55	-0.9397	0.8723	0.2048
-50	-0.9848	0.7629	0.1915
-45	-1.0000	0.6500	0.1768
-40	-0.9816	0.5422	0.1416
-39	-0.9539	0.5206	0.1346
-38	-0.9362	0.4991	0.1276
-37	-0.9285	0.4775	0.1205
-36	-0.9208	0.4559	0.1135
-35	-0.9131	0.4344	0.1065
-34	-0.9054	0.4128	0.0994
-33	-0.8977	0.3913	0.0924
-32	-0.8911	0.3623	0.0305
-30	-0.8608	0.3063	0.0200
-28	-0.8406	0.2652	0.0094
-26	-0.8094	0.2269	-0.0006
-24	-0.7781	0.1936	-0.0106
-22	-0.7361	0.1732	-0.0197
-20	-0.6942	0.1529	-0.0289
-18	-0.6341	0.1305	-0.0368
-16	-0.5841	0.1130	-0.0448
-14	-0.5279	0.0935	-0.0510
-12	-0.4917	0.0690	-0.0572
-10	-0.4704	0.0496	0.0000
-8	-0.5084	0.0188	0.0000
-6	-0.3344	0.0097	0.0000
-4	-0.0913	0.0088	0.0000
-2	0.1567	0.0085	0.0000
0	0.4013	0.0085	0.0000
2	0.6452	0.0089	0.0000
4	0.8610	0.0097	0.0000
6	1.0261	0.0106	0.0000
8	1.1653	0.0117	0.0000
10	1.2641	0.0843	-0.0003
12	1.2768	0.0925	-0.0013
14	1.3315	0.1017	-0.0029
16	1.4210	0.1187	-0.1850
18	1.5450	0.1493	-0.2020
20	1.6734	0.1889	-0.2185
22	1.7751	0.2648	-0.2392
24	1.8343	0.3542	-0.2646
26	1.8581	0.4534	-0.2883
28	1.8591	0.5403	-0.3103
30	1.8440	0.6186	-0.3285
32	1.8175	0.7037	-0.3444
33	1.7988	0.7478	-0.2140
34	1.7729	0.7798	-0.2202
35	1.7456	0.8098	-0.2261
36	1.7269	0.8379	-0.2313
37	1.6971	0.8641	-0.2360
38	1.6666	0.8886	-0.2403
39	1.6354	0.9115	-0.2442
40	1.6038	0.9328	-0.2478
45	1.4235	1.0182	-0.2604
50	1.2256	1.0465	-0.1944
55	1.0708	1.0757	-0.2054
60	0.9160	1.1150	-0.2165
65	0.7660	1.1378	-0.2266
70	0.6428	1.1779	-0.2349
75	0.5000	1.2129	-0.2415
80	0.3420	1.2608	-0.2462
85	0.1736	1.2901	-0.2490
90	0.0000	1.3000	-0.2500
95	-0.1736	1.2901	-0.2490
100	-0.3420	1.2608	-0.2462
105	-0.5000	1.2129	-0.2415
110	-0.6428	1.1479	-0.2349
115	-0.7660	1.0678	-0.2266
120	-0.8660	0.9750	-0.2165
125	-0.9397	0.8723	-0.2048
130	-0.9848	0.7629	-0.1915
135	-1.0000	0.6500	-0.1768
140	-0.9848	0.5371	-0.1607
145	-0.9397	0.4277	-0.1434
150	-0.8660	0.3250	-0.1250
155	-0.7660	0.2322	-0.1057
160	-0.6428	0.1521	-0.0855
165	-0.5000	0.0871	-0.0647
170	-0.3420	0.0392	-0.0434
175	-0.1736	0.0099	-0.0218
180	0.0000	0.0000	0.0000
