! Aero mudule input file for airfoil data
 
Airfoil_Name  Section05
t/c           0.243         ! thickness ratio w.r.t. chord

format 1       !  1: alfa-cl-cd-cm	; 2: alfa-cl; alfa-cd; alfa-cm

Reynolds_Nr 1.0E+07
-180	0.0000	0.0000	0.0000
-175	0.1736	0.0099	0.0218
-170	0.3420	0.0392	0.0434
-165	0.5000	0.0871	0.0647
-160	0.6428	0.1521	0.0855
-155	0.7660	0.2322	0.1057
-150	0.8660	0.3250	0.1250
-145	0.9397	0.4277	0.1434
-140	0.9848	0.5371	0.1607
-135	1.0000	0.6500	0.1768
-130	0.9848	0.7629	0.1915
-125	0.9397	0.8723	0.2048
-120	0.8660	0.9750	0.2165
-115	0.7660	1.0678	0.2266
-110	0.6428	1.1479	0.2349
-105	0.5000	1.2129	0.2415
-100	0.3420	1.2608	0.2462
-95	0.1736	1.2901	0.2490
-90	0.0000	1.3000	0.2500
-85	-0.1736	1.2901	0.2490
-80	-0.3420	1.2608	0.2462
-75	-0.5000	1.2129	0.2415
-70	-0.6428	1.1479	0.2349
-65	-0.7660	1.0678	0.2266
-60	-0.8660	0.9750	0.2165
-55	-0.9397	0.8723	0.2048
-50	-0.9848	0.7629	0.1915
-45	-1.0000	0.6500	0.1768
-40	-0.9716	0.5422	0.1416
-39	-0.9639	0.5206	0.1346
-38	-0.9362	0.4991	0.1276
-37	-0.9585	0.4775	0.1205
-36	-0.9508	0.4559	0.1135
-35	-0.9331	0.4344	0.1065
-34	-0.9354	0.4128	0.0994
-33	-0.9277	0.3913	0.0924
-32	-0.9264	0.3465	0.0447
-30	-0.9178	0.2927	0.0327
-28	-0.9091	0.2488	0.0208
-26	-0.9024	0.2145	0.0102
-24	-0.8956	0.1801	-0.0004
-22	-0.8841	0.1513	-0.0089
-20	-0.8826	0.1274	-0.0174
-18	-0.8778	0.1085	-0.0229
-16	-0.8831	0.0896	-0.0285
-14	-0.8842	0.0698	-0.0300
-12	-0.8862	0.0510	0.0000
-10	-0.8389	0.0176	0.0000
-8	-0.6298	0.0116	0.0000
-6	-0.3848	0.0086	0.0000
-4	-0.1310	0.0077	0.0000
-2	0.1223	0.0073	0.0000
0	0.3742	0.0074	0.0000
2	0.6223	0.0079	0.0000
4	0.8629	0.0085	0.0000
6	1.0982	0.0101	0.0000
8	1.2973	0.0126	0.0000
10	1.3471	0.0309	-0.0002
12	1.1527	0.0502	-0.0006
14	1.1755	0.0664	-0.0013
16	1.2058	0.0964	-0.0023
18	1.2729	0.1350	-0.0035
20	1.3541	0.1802	-0.1845
22	1.4077	0.2320	-0.1977
24	1.4472	0.2983	-0.2133
26	1.4639	0.3528	-0.2287
28	1.4699	0.4243	-0.2434
30	1.4650	0.4889	-0.2573
32	1.4546	0.5549	-0.2701
33	1.4443	0.5856	-0.1746
34	1.4391	0.6130	-0.1799
35	1.4231	0.6394	-0.1851
36	1.4163	0.6648	-0.1900
37	1.4089	0.6894	-0.1945
38	1.3911	0.7131	-0.1988
39	1.3728	0.7360	-0.2030
40	1.3442	0.7581	-0.2070
45	1.2385	0.8578	-0.2241
50	1.0756	0.9165	-0.1944
55	0.9708	0.9757	-0.2054
60	0.8660	1.0250	-0.2165
65	0.7660	1.0678	-0.2266
70	0.6428	1.1479	-0.2349
75	0.5000	1.2129	-0.2415
80	0.3420	1.2608	-0.2462
85	0.1736	1.2901	-0.2490
90	0.0000	1.3000	-0.2500
95	-0.1736	1.2901	-0.2490
100	-0.3420	1.2608	-0.2462
105	-0.5000	1.2129	-0.2415
110	-0.6428	1.1479	-0.2349
115	-0.7660	1.0678	-0.2266
120	-0.8660	0.9750	-0.2165
125	-0.9397	0.8723	-0.2048
130	-0.9848	0.7629	-0.1915
135	-1.0000	0.6500	-0.1768
140	-0.9848	0.5371	-0.1607
145	-0.9397	0.4277	-0.1434
150	-0.8660	0.3250	-0.1250
155	-0.7660	0.2322	-0.1057
160	-0.6428	0.1521	-0.0855
165	-0.5000	0.0871	-0.0647
170	-0.3420	0.0392	-0.0434
175	-0.1736	0.0099	-0.0218
180	0.0000	0.0000	0.0000
